host_id,id,value_encoded,value_category
88967363,674846963727639955,1,Fair_Value
25584330,22051560,0,Excellent_Value
69290149,40644956,1,Fair_Value
35922269,615126872885729542,2,Poor_Value
6378008,23672181,0,Excellent_Value
12287160,37733991,2,Poor_Value
655348071,1259596745202404348,2,Poor_Value
135732926,37520213,2,Poor_Value
2777149,7388398,2,Poor_Value
167309906,39731747,1,Fair_Value
599188764,1416992224352491018,2,Poor_Value
432617140,699180338199697091,1,Fair_Value
9632192,1057987533317222968,2,Poor_Value
420182099,704711349727708762,0,Excellent_Value
9219277,49255910,0,Excellent_Value
16177437,651357811574612456,2,Poor_Value
126519644,777825303089402495,1,Fair_Value
381479798,1141269791945307362,1,Fair_Value
395318064,1512454866005517439,0,Excellent_Value
59589370,936431326726918621,0,Excellent_Value
1867205,1246784652505177848,0,Excellent_Value
703327770,1461613231761921709,1,Fair_Value
3138116,23303083,1,Fair_Value
153770120,21420310,0,Excellent_Value
157658506,37489168,2,Poor_Value
75962828,48568008,0,Excellent_Value
4657890,1506746846487105797,2,Poor_Value
191621741,25380342,0,Excellent_Value
9153022,1243538091502714258,2,Poor_Value
30113554,884507887805457589,1,Fair_Value
39098970,37425145,0,Excellent_Value
509786586,869494982100485261,0,Excellent_Value
42386715,1368924667703421062,2,Poor_Value
107434423,35826414,2,Poor_Value
475557498,716755864214125290,2,Poor_Value
22022348,774669048801120028,1,Fair_Value
545628703,1100036337861679529,0,Excellent_Value
406085034,898817397902061413,0,Excellent_Value
5153588,950094,0,Excellent_Value
421302835,52667277,0,Excellent_Value
497786597,1468305055121238935,1,Fair_Value
43954646,905342666297519883,2,Poor_Value
42730520,1229929357671910737,1,Fair_Value
12235061,1147690165389504279,2,Poor_Value
45487490,40006970,0,Excellent_Value
37511226,1379401387507883513,2,Poor_Value
2825095,1138021854806248207,0,Excellent_Value
63158923,12425911,2,Poor_Value
471188701,1497979744834259821,1,Fair_Value
140802212,1266179409927259560,2,Poor_Value
111213418,555247833723979773,0,Excellent_Value
685287654,1380833981005182442,1,Fair_Value
552771660,1076824387002504922,2,Poor_Value
156086844,23085847,1,Fair_Value
221564503,30010693,0,Excellent_Value
45040916,9949873,2,Poor_Value
26446977,47428636,0,Excellent_Value
47352531,9080054,2,Poor_Value
705920027,1463226047667043030,1,Fair_Value
70722023,939292684869749574,0,Excellent_Value
46107941,43412641,2,Poor_Value
461142542,635711451368508365,0,Excellent_Value
493656283,864441037712455274,0,Excellent_Value
67179654,1348889391046456172,1,Fair_Value
150849554,40805629,1,Fair_Value
2612268,42762670,0,Excellent_Value
247216,677810352628161594,2,Poor_Value
173375,6415740,1,Fair_Value
86375941,34250369,0,Excellent_Value
442029804,697765879410676227,0,Excellent_Value
194777159,1458061474377554587,2,Poor_Value
261024482,34978904,2,Poor_Value
501999278,1080209629238559810,2,Poor_Value
4430421,22048292,2,Poor_Value
492305565,1136219745585047009,2,Poor_Value
988375,916642911820095300,2,Poor_Value
16103943,3175769,2,Poor_Value
58276208,1217702357422308736,0,Excellent_Value
375350420,1083592802295879190,2,Poor_Value
160906911,1335730560502441522,2,Poor_Value
486034681,857415134124807410,1,Fair_Value
3588642,2910159,2,Poor_Value
542041520,1020075768648183948,2,Poor_Value
556570328,1114803015673249055,2,Poor_Value
65776540,1192001389707023605,0,Excellent_Value
41663190,1385059274328719223,2,Poor_Value
490945952,1413485985962369717,0,Excellent_Value
361567831,52338790,0,Excellent_Value
532120600,961077185725213674,2,Poor_Value
391964118,48584153,0,Excellent_Value
413183855,53663762,1,Fair_Value
1518236,3712976,1,Fair_Value
136822809,27226214,1,Fair_Value
57193027,24002275,1,Fair_Value
3213265,54020696,1,Fair_Value
542041520,1097894611202985500,1,Fair_Value
539307574,1227683401947384487,1,Fair_Value
43349223,1365969139765559053,0,Excellent_Value
143373366,21516194,0,Excellent_Value
95220303,1277079114373797830,2,Poor_Value
2356745,799414442427077666,2,Poor_Value
129508336,26541871,0,Excellent_Value
28006142,5402860,1,Fair_Value
66208612,912083126483368484,0,Excellent_Value
576739896,1223935134379485270,0,Excellent_Value
47488383,9112328,2,Poor_Value
46637397,974945600979602441,2,Poor_Value
669489459,1348517384467109978,0,Excellent_Value
87206119,1167603254199709254,0,Excellent_Value
542041520,1020198342201293562,2,Poor_Value
508372863,923451363932085935,2,Poor_Value
253505917,1138764971275406292,2,Poor_Value
63371690,41345515,2,Poor_Value
666201291,1392849723164388357,1,Fair_Value
319982829,893841281141118607,2,Poor_Value
33465543,29278867,1,Fair_Value
131074313,1469579421496260527,2,Poor_Value
501591316,1459388122366900670,1,Fair_Value
32774717,1252393424973144067,0,Excellent_Value
114814698,18193667,2,Poor_Value
10317705,1504485280343862152,1,Fair_Value
187546113,23104206,0,Excellent_Value
258434205,1456554543189470919,1,Fair_Value
384619,15984328,1,Fair_Value
874515,46759407,2,Poor_Value
501999278,1216605501424779819,1,Fair_Value
576739896,1215208988963881346,1,Fair_Value
495900269,837672742367627645,0,Excellent_Value
8875994,47531274,1,Fair_Value
3017970,50421461,1,Fair_Value
7918569,1454006910443474242,0,Excellent_Value
273328729,36753157,1,Fair_Value
11625187,630661549124509432,2,Poor_Value
395318064,1316246303145447807,1,Fair_Value
390710729,1332071512707997143,1,Fair_Value
397457539,49963591,2,Poor_Value
275346788,1409544176309820633,0,Excellent_Value
128312500,1293649224030948525,0,Excellent_Value
281939482,39996718,0,Excellent_Value
699580302,1466642229182218581,1,Fair_Value
499136264,602125904427025721,2,Poor_Value
557247887,1086984880570926883,1,Fair_Value
125287135,52924955,0,Excellent_Value
39098970,37086835,0,Excellent_Value
159751713,959029516211857226,0,Excellent_Value
3017970,761688124148139966,2,Poor_Value
117141107,17433075,1,Fair_Value
145581017,20413710,0,Excellent_Value
545775784,1075342299140826674,0,Excellent_Value
169160903,31057167,0,Excellent_Value
8336938,578945572421201457,0,Excellent_Value
23950695,54398528,0,Excellent_Value
351395739,1405862838883536871,2,Poor_Value
178043,41055,2,Poor_Value
82919172,1308258305696826525,0,Excellent_Value
267895362,40191423,1,Fair_Value
538293459,1243631817588921705,1,Fair_Value
544618542,1016077090912166659,1,Fair_Value
443997497,1402485044513614440,2,Poor_Value
492156112,786203048372382949,1,Fair_Value
367739530,45457918,0,Excellent_Value
2225125,1176062469310670682,1,Fair_Value
16687084,1401508103412917009,1,Fair_Value
186161572,895188117371798041,0,Excellent_Value
30075056,824311918295209950,1,Fair_Value
188173660,25432313,0,Excellent_Value
37353287,9369808,1,Fair_Value
4318590,1391311155640994727,1,Fair_Value
268186698,35837171,1,Fair_Value
499662709,829027858691662542,0,Excellent_Value
141944806,26334899,1,Fair_Value
401383175,1384143780662159777,2,Poor_Value
6703252,2949280,1,Fair_Value
2409798,1037247,1,Fair_Value
10173613,53258690,0,Excellent_Value
456697664,953859034055429010,1,Fair_Value
1257432,4343722,2,Poor_Value
13204116,921012094102779515,1,Fair_Value
599665672,1487797540948938429,2,Poor_Value
462059142,1422719661026903209,1,Fair_Value
515551944,735420833763610203,1,Fair_Value
662542808,1292759642519821841,0,Excellent_Value
21994,1247371621391851678,0,Excellent_Value
8871779,1892360,1,Fair_Value
429013475,1416738270353411331,1,Fair_Value
326010257,48109689,0,Excellent_Value
468914943,1385637294375016534,1,Fair_Value
492443817,1452604587799986252,2,Poor_Value
355967542,1241483554886625068,1,Fair_Value
172278627,28919893,1,Fair_Value
36483772,13234860,0,Excellent_Value
9219277,54223760,1,Fair_Value
216682,47682,1,Fair_Value
3860047,738547,2,Poor_Value
400322128,1266809719113301190,0,Excellent_Value
172361613,41084860,1,Fair_Value
15698216,1137860297284534244,0,Excellent_Value
53890648,1443522945947790095,1,Fair_Value
473145990,691440783956044874,1,Fair_Value
22649166,10992778,1,Fair_Value
43349223,43430718,1,Fair_Value
54507492,1170401306228005586,2,Poor_Value
23950695,54399388,0,Excellent_Value
249232,1112675791440182285,2,Poor_Value
655348071,1259596817087073595,1,Fair_Value
140340485,49262253,0,Excellent_Value
11344169,968941486248984261,2,Poor_Value
2825095,1007825693998065446,0,Excellent_Value
140872749,40086927,2,Poor_Value
504891247,845168255366828778,0,Excellent_Value
401278868,1387842239107989779,2,Poor_Value
285168,468490,2,Poor_Value
456697664,954338062129940647,1,Fair_Value
11024754,1021822227456154729,2,Poor_Value
41558408,734745352461697905,2,Poor_Value
25519858,49173443,1,Fair_Value
504891247,1373252425097952768,0,Excellent_Value
3017970,1450838162746380058,1,Fair_Value
1039294,579290147030699716,2,Poor_Value
187334221,1151019870735780772,0,Excellent_Value
8184593,980232,2,Poor_Value
10981379,11903725,1,Fair_Value
2799894,5707532,0,Excellent_Value
125444529,21945770,0,Excellent_Value
330745922,810577114479474155,0,Excellent_Value
136838030,729716519092320008,0,Excellent_Value
7653310,25268522,2,Poor_Value
666201291,1394963473593055216,0,Excellent_Value
469712552,996381799105772046,0,Excellent_Value
110046958,17251913,1,Fair_Value
447212517,770300525300513021,1,Fair_Value
125444529,45138403,0,Excellent_Value
26556954,547862017338716709,2,Poor_Value
410163954,1375668143461568002,0,Excellent_Value
123662667,20935007,1,Fair_Value
16072222,618410431298841872,0,Excellent_Value
36364146,39178869,1,Fair_Value
58645961,1265391494411808451,2,Poor_Value
70722023,13884730,0,Excellent_Value
415840703,1447626767562283931,1,Fair_Value
50160697,17518933,0,Excellent_Value
24114081,1432636430979230788,0,Excellent_Value
393365002,52603217,2,Poor_Value
11166165,30062514,1,Fair_Value
163243187,22764131,1,Fair_Value
3017970,50420677,2,Poor_Value
216025459,787804505389733644,2,Poor_Value
499662709,963994205299750137,0,Excellent_Value
351395739,778248319823783193,2,Poor_Value
219716720,822692491761284877,0,Excellent_Value
542041520,1020293159830574441,2,Poor_Value
365153970,873242306570717397,1,Fair_Value
7806201,6255485,1,Fair_Value
9624153,3251171,2,Poor_Value
4173917,794488,1,Fair_Value
39870876,8327993,1,Fair_Value
256872479,881967275114970656,0,Excellent_Value
703327770,1461613167333665184,1,Fair_Value
90139010,21327347,0,Excellent_Value
167309906,1277303664511839728,1,Fair_Value
29158067,1097968772654828169,0,Excellent_Value
4656446,30374728,0,Excellent_Value
24157036,26134644,2,Poor_Value
6215267,4997312,2,Poor_Value
505407418,847164706482090564,0,Excellent_Value
10851296,847225207038123972,2,Poor_Value
107434423,1045539789851279431,2,Poor_Value
504802071,20994570,2,Poor_Value
22931450,5272750,0,Excellent_Value
50526077,9809506,0,Excellent_Value
523997837,1472660150764819123,0,Excellent_Value
46634087,1277866971001094481,2,Poor_Value
4085271,774323,1,Fair_Value
303686569,1076790388227012649,0,Excellent_Value
16208719,581195001365981742,1,Fair_Value
189653001,1476331846593826860,2,Poor_Value
20068090,1229068573519355289,2,Poor_Value
60164363,43691263,1,Fair_Value
156086844,1390090932626316424,1,Fair_Value
51509839,15964728,0,Excellent_Value
554045483,1335750719569306509,1,Fair_Value
82919172,1237643935151560258,0,Excellent_Value
51672789,929386790304651769,0,Excellent_Value
10764661,12956380,0,Excellent_Value
1671976,5117701,0,Excellent_Value
197998357,1252272744744685078,2,Poor_Value
691503702,1421988046375142826,1,Fair_Value
515551944,976286386603812695,1,Fair_Value
1751553,836532152273523391,2,Poor_Value
14768987,18961545,1,Fair_Value
215746618,29941129,2,Poor_Value
509640381,869629196289778056,1,Fair_Value
7198603,652417418614152401,1,Fair_Value
122922522,51199210,0,Excellent_Value
147702206,1032020557750876334,2,Poor_Value
117141107,27710210,1,Fair_Value
105050840,1232843903937566656,2,Poor_Value
253519338,53153838,1,Fair_Value
666486491,1191329190521363104,2,Poor_Value
344805396,43660750,0,Excellent_Value
68000665,810144524510500230,0,Excellent_Value
468914943,1386355190241172886,1,Fair_Value
300279363,1242386563214079835,0,Excellent_Value
56667087,1222071844098686495,2,Poor_Value
37637573,981319155921213648,0,Excellent_Value
76255651,1388765867127718227,2,Poor_Value
129794473,54292856,2,Poor_Value
446820235,1144749805875013981,2,Poor_Value
