id,host_id
673911798565706692,19406842
605165030037268815,162531856
1194550680634305579,587292438
28203306,45150017
845902024566901178,172270819
1028538878630902674,406030036
811381428084963837,410094341
739974576257846156,21782134
17568998,40489621
1348596009084608060,675545345
39996721,281939482
1099127850284557689,542041520
8339910,11315693
37530583,70722023
1254465370022884981,256666492
1017909600103976309,542041520
919447376421063460,71985755
837174431678149265,495900269
1024219028169155598,390706460
9945149,10162120
850999067083606348,189245739
23781534,178425455
5666413,13471395
1368453263161131237,82919172
32048914,236853515
5750685,29639228
1003435864316643429,542041520
996342891915795447,126644161
1407311941240424232,55613057
1097304504614853543,512212999
48046764,302760328
50343671,406568925
1214586036286900083,469712552
912348085119167096,517692618
28518540,17386085
1409838193339067618,79929976
19778552,103293724
1394260792296851165,533234561
640007733812684635,16742806
1408995622625827215,492059538
22357788,658992
29211690,60373371
1483591401661662403,710458493
40693560,97159379
836205079175974186,351395739
1404572312845953863,117655502
1148537799052180292,575593540
907267068661326966,1703869
919118634804824328,35914087
39976078,308209085
1400961849568503315,70761696
1191452018415529799,584693452
961112902132197980,532120600
1282813795634245567,304721494
13297590,71574960
1385521954920591795,422101923
755741620732498686,5110966
8717641,2597104
24513659,24802385
544791042363256651,15904165
953842422896285086,314162422
808623246408874041,389697794
1016979286854512752,542041520
103417,252692
1417521408434020359,694629602
910251473995158249,514017852
53008085,54144845
1482701389283862177,128410055
7109810,34393167
1116773805926151337,126644773
49211244,3017970
1055904756739735135,499662709
6653474,475974
1201095053430274142,469406
1397249453907545302,44832572
42814290,14380818
990169541569669252,1600680
19859112,9832430
661975042079174569,11495191
1303791448721807929,504891247
976125576667577566,100238132
18567881,4106299
2483060,3324885
984085310705387591,28790148
1294842321786260282,366616296
774707546443117444,20700522
6628985,2686174
22484223,3017970
1445740759076353642,576739896
1182269818840078492,4471708
1421093302824057999,158731220
36596905,6790378
42812017,270127613
30803785,5805679
37781383,278556648
1433917,4819815
1065884651593853656,107434423
49298330,380583192
26720624,29772871
840715737123099534,61695597
13297957,71574960
10806778,51089417
1474807533413507095,189653001
1446066408248126055,5474712
1225604327029095928,57814298
49595503,28790148
1291938716021157985,662542808
837673219179927335,22459966
672604472312241022,433606911
9809505,50526077
1348847266489909678,676869295
4663060,10924383
1106592526463554182,32547347
1313145755465803931,111817270
10040046,44504422
1046555244167439042,38690778
1284542392539697449,55852798
34680924,2635847
443994,2205580
1455170155575479021,20182671
15038510,94993380
23359001,988375
19629735,62476133
32337883,94734587
50675081,8875994
24036794,1324417
917007759901565746,164482438
1492200741986847510,376614374
994620357598482382,540101084
734262087015053983,205691
658537455203307101,466354831
17879508,113421970
1498623894331856983,34411679
49864106,267895362
47052884,1671976
49685046,346201510
1383698437779187797,43106060
740577688044981524,282314418
21040786,85556906
1153956959654977040,520966990
43791716,350024670
19704114,60646942
35312287,265841303
689867066468650575,326010257
932097250470891874,72175743
1376158531604290050,502034331
1374907052035470493,301775154
1405883387579656783,691674336
899254596921421165,1257432
587904759496959835,1397825
1498506797412925598,576739896
1278465345541671915,14136290
596479831050515918,341259760
38995874,14326301
787017429018374626,492170624
1242791639706473023,149277668
13442374,39281841
1352435467849804910,64420717
5335425,27648250
1431150925487297271,547148370
20331804,17536951
1105918193773109666,548434802
1225588449144132565,1200386
1235078482891882356,572855347
17270495,22863240
1350807253595703368,125742292
6782485,2464990
1096471602229531933,43730539
27635927,53343378
20898305,98054133
800750467887179687,182814009
784286772110354027,1147583
43130107,10251474
1467480600213035995,31998552
19026673,21994
1402598354888721433,509967906
1450224762486224936,397998477
1241482769458528690,592161822
8270952,43611629
45053051,31250385
49087493,111434062
44125053,146202663
579882414400133725,270087516
51331147,186362126
852329812038558765,43276194
32849056,122246051
568940246308249096,67253416
50732515,408623755
53957476,37353287
1332276643889741754,540838191
51103827,410094341
41292213,7597786
1345200566007153422,39728610
595240334600395196,238933450
981765561215613769,10662081
722552838374239436,37353287
1158063164891809038,294451422
1392298316666730793,169517025
1465318531163807679,560790028
852551915070719752,34007109
1339462903086087290,663310218
5632275,20672353
906825383468570032,514784474
771635430025540536,489671376
36007807,27154461
1018808458995217165,542041520
1375120602792467882,666201291
1294336142130437030,442029804
29334701,190646714
571899739217982041,375566645
1133553237995521150,500310358
38847679,68267449
13973341,11638127
1487256758924673312,143373366
22592721,131200418
674846963727639955,88967363
22051560,25584330
40644956,69290149
615126872885729542,35922269
23672181,6378008
37733991,12287160
1259596745202404348,655348071
37520213,135732926
7388398,2777149
39731747,167309906
1416992224352491018,599188764
699180338199697091,432617140
1057987533317222968,9632192
704711349727708762,420182099
49255910,9219277
651357811574612456,16177437
777825303089402495,126519644
1141269791945307362,381479798
1512454866005517439,395318064
936431326726918621,59589370
1246784652505177848,1867205
1461613231761921709,703327770
23303083,3138116
21420310,153770120
37489168,157658506
48568008,75962828
1506746846487105797,4657890
25380342,191621741
1243538091502714258,9153022
884507887805457589,30113554
37425145,39098970
869494982100485261,509786586
1368924667703421062,42386715
35826414,107434423
716755864214125290,475557498
774669048801120028,22022348
1100036337861679529,545628703
898817397902061413,406085034
950094,5153588
52667277,421302835
1468305055121238935,497786597
905342666297519883,43954646
1229929357671910737,42730520
1147690165389504279,12235061
40006970,45487490
1379401387507883513,37511226
1138021854806248207,2825095
12425911,63158923
1497979744834259821,471188701
1266179409927259560,140802212
555247833723979773,111213418
1380833981005182442,685287654
1076824387002504922,552771660
23085847,156086844
30010693,221564503
9949873,45040916
47428636,26446977
9080054,47352531
1463226047667043030,705920027
939292684869749574,70722023
43412641,46107941
635711451368508365,461142542
864441037712455274,493656283
1348889391046456172,67179654
40805629,150849554
42762670,2612268
677810352628161594,247216
6415740,173375
34250369,86375941
697765879410676227,442029804
1458061474377554587,194777159
34978904,261024482
1080209629238559810,501999278
22048292,4430421
1136219745585047009,492305565
916642911820095300,988375
3175769,16103943
1217702357422308736,58276208
1083592802295879190,375350420
1335730560502441522,160906911
857415134124807410,486034681
2910159,3588642
1020075768648183948,542041520
1114803015673249055,556570328
1192001389707023605,65776540
1385059274328719223,41663190
1413485985962369717,490945952
52338790,361567831
961077185725213674,532120600
48584153,391964118
53663762,413183855
3712976,1518236
27226214,136822809
24002275,57193027
54020696,3213265
1097894611202985500,542041520
1227683401947384487,539307574
1365969139765559053,43349223
21516194,143373366
1277079114373797830,95220303
799414442427077666,2356745
26541871,129508336
5402860,28006142
912083126483368484,66208612
1223935134379485270,576739896
9112328,47488383
974945600979602441,46637397
1348517384467109978,669489459
1167603254199709254,87206119
1020198342201293562,542041520
923451363932085935,508372863
1138764971275406292,253505917
41345515,63371690
1392849723164388357,666201291
893841281141118607,319982829
29278867,33465543
1469579421496260527,131074313
1459388122366900670,501591316
1252393424973144067,32774717
18193667,114814698
1504485280343862152,10317705
23104206,187546113
1456554543189470919,258434205
15984328,384619
46759407,874515
1216605501424779819,501999278
1215208988963881346,576739896
837672742367627645,495900269
47531274,8875994
50421461,3017970
1454006910443474242,7918569
36753157,273328729
630661549124509432,11625187
1316246303145447807,395318064
1332071512707997143,390710729
49963591,397457539
1409544176309820633,275346788
1293649224030948525,128312500
39996718,281939482
1466642229182218581,699580302
602125904427025721,499136264
1086984880570926883,557247887
52924955,125287135
37086835,39098970
959029516211857226,159751713
761688124148139966,3017970
17433075,117141107
20413710,145581017
1075342299140826674,545775784
31057167,169160903
578945572421201457,8336938
54398528,23950695
1405862838883536871,351395739
41055,178043
1308258305696826525,82919172
40191423,267895362
1243631817588921705,538293459
1016077090912166659,544618542
1402485044513614440,443997497
786203048372382949,492156112
45457918,367739530
1176062469310670682,2225125
1401508103412917009,16687084
895188117371798041,186161572
824311918295209950,30075056
25432313,188173660
9369808,37353287
1391311155640994727,4318590
35837171,268186698
829027858691662542,499662709
26334899,141944806
1384143780662159777,401383175
2949280,6703252
1037247,2409798
53258690,10173613
953859034055429010,456697664
4343722,1257432
921012094102779515,13204116
1487797540948938429,599665672
1422719661026903209,462059142
735420833763610203,515551944
1292759642519821841,662542808
1247371621391851678,21994
1892360,8871779
1416738270353411331,429013475
48109689,326010257
1385637294375016534,468914943
1452604587799986252,492443817
1241483554886625068,355967542
28919893,172278627
13234860,36483772
54223760,9219277
47682,216682
738547,3860047
1266809719113301190,400322128
41084860,172361613
1137860297284534244,15698216
1443522945947790095,53890648
691440783956044874,473145990
10992778,22649166
43430718,43349223
1170401306228005586,54507492
54399388,23950695
1112675791440182285,249232
1259596817087073595,655348071
49262253,140340485
968941486248984261,11344169
1007825693998065446,2825095
40086927,140872749
845168255366828778,504891247
1387842239107989779,401278868
468490,285168
954338062129940647,456697664
1021822227456154729,11024754
734745352461697905,41558408
49173443,25519858
1373252425097952768,504891247
1450838162746380058,3017970
579290147030699716,1039294
1151019870735780772,187334221
980232,8184593
11903725,10981379
5707532,2799894
21945770,125444529
810577114479474155,330745922
729716519092320008,136838030
25268522,7653310
1394963473593055216,666201291
996381799105772046,469712552
17251913,110046958
770300525300513021,447212517
45138403,125444529
547862017338716709,26556954
1375668143461568002,410163954
20935007,123662667
618410431298841872,16072222
39178869,36364146
1265391494411808451,58645961
13884730,70722023
1447626767562283931,415840703
17518933,50160697
1432636430979230788,24114081
52603217,393365002
30062514,11166165
22764131,163243187
50420677,3017970
787804505389733644,216025459
963994205299750137,499662709
778248319823783193,351395739
822692491761284877,219716720
1020293159830574441,542041520
873242306570717397,365153970
6255485,7806201
3251171,9624153
794488,4173917
8327993,39870876
881967275114970656,256872479
1461613167333665184,703327770
21327347,90139010
1277303664511839728,167309906
1097968772654828169,29158067
30374728,4656446
26134644,24157036
4997312,6215267
847164706482090564,505407418
847225207038123972,10851296
1045539789851279431,107434423
20994570,504802071
5272750,22931450
9809506,50526077
1472660150764819123,523997837
1277866971001094481,46634087
774323,4085271
1076790388227012649,303686569
581195001365981742,16208719
1476331846593826860,189653001
1229068573519355289,20068090
43691263,60164363
1390090932626316424,156086844
15964728,51509839
1335750719569306509,554045483
1237643935151560258,82919172
929386790304651769,51672789
12956380,10764661
5117701,1671976
1252272744744685078,197998357
1421988046375142826,691503702
976286386603812695,515551944
836532152273523391,1751553
18961545,14768987
29941129,215746618
869629196289778056,509640381
652417418614152401,7198603
51199210,122922522
1032020557750876334,147702206
27710210,117141107
1232843903937566656,105050840
53153838,253519338
1191329190521363104,666486491
43660750,344805396
810144524510500230,68000665
1386355190241172886,468914943
1242386563214079835,300279363
1222071844098686495,56667087
981319155921213648,37637573
1388765867127718227,76255651
54292856,129794473
1144749805875013981,446820235
970351150121324039,18658510
19363609,9109983
50150397,37353287
20269328,50160697
48032809,254826659
857158753621416930,498092235
30368629,107434423
1485380179631773834,10431718
48404585,389705998
874774049883844422,509640381
1408932,7598687
1197428710633545337,588683840
35773104,218088604
32501596,52178915
54245229,303118342
746295463399967847,485192676
1080510265048636741,415840703
1131578471073673286,468914943
1245838,6789170
917629209375752991,5474712
1411085090089073686,693029226
51103339,410094341
664767833364521386,418599072
1330643729151163655,163395222
23827662,7801014
11755367,50603993
12154955,7335923
613201818171734521,456039968
47889278,100428075
18931048,43695190
4841072,4656446
903541355142435030,234893241
35642260,251230479
725308757664813335,481273640
52599618,89016011
1405916808039211013,48631242
1487238839211130899,390710729
51349965,3017970
40202533,118590621
548847242282402391,407386163
1421090199358349174,576739896
999270749959212698,528376079
53992166,34291596
24991467,95769712
1123402670568038006,545779324
1010828732678763720,159391934
1515316249608534778,225505251
1421930870383760194,143521062
591383781081764771,443464789
1463850545583880868,700695652
648086,3250518
592088296841808893,796593
1369099063254390170,210933477
837891950245424344,241952497
1256156183185959367,375082226
705686492596712852,22693829
889364390508604881,486034681
880542232486267192,276087621
1511127156470950049,344754358
1018310120742991143,542041520
38352889,291870029
1019657155162958240,542041520
1275581906135836760,140802212
994635931907848386,3895812
50444103,1393654
954883182601914112,456697664
846389550799997719,505226465
1152563040371955168,478977541
41642201,55424160
32745905,100835160
871751517408022182,432939989
793486204992483737,445697747
1173981105012151032,163323218
802437191796639727,41550170
29990041,163339428
1320377110774178183,45743415
57676,142882
7421008,33686673
9717679,11234411
26778414,8673503
1851985,9671674
1397320511063174311,50603993
1468394368093744034,220269754
737037705253023747,106564250
572443850261301078,391964118
1143858391937460207,446820235
933414395071702853,22012010
36588067,271336383
53323037,51367315
1371975756619877025,82919172
1504387296244623139,541440760
961932410368386572,43187862
1018359813548236444,542041520
22032438,91333416
1016808765040974343,542041520
773246253620936891,280000822
1015135961099516601,270306914
706257611533241785,159355723
31576518,18414216
1061619407996958610,273383711
45752643,370913731
33970040,250109940
1487958229785409562,713370791
1197111784319202393,1472096
985552542877913626,500398416
1361287425809269706,5911739
809615406842825903,37353287
51841364,339672674
600594946635588626,449552557
33496543,252245813
1242761865146585422,596563985
30693328,10981379
1423380212643015361,696081080
887892172266757539,495900269
1214713875541170716,576739896
32191720,201430482
581103175322631585,4185643
1012939445179622087,467281306
765226214210677092,3017970
1090758552085371115,50875203
707914774923549537,477980041
21047729,576143
32891490,988375
1033317734814309227,374713796
1047022043838559587,544771152
1395892937303884792,5775724
756742000554293536,43230181
18011360,123828561
6707650,22223682
15806021,346580
764585689954232601,17385597
52008865,304721494
1451911759222697475,661913733
899508686323583373,451670426
665326648073120191,27191342
804200219598784619,86174109
609473536651596361,148427269
22403752,163722561
889895091148423457,510518061
1222496897677771746,31991928
33533716,25519858
53938216,339697209
803858959410190155,34963239
1434998720390770418,221930525
695483519708783762,326010257
1313101776279851701,111817270
32216182,241739739
20305889,72387792
1510051947040590666,11701874
1579303,11295162
1368993888984710205,210933477
904385800335978104,46637397
732727382784441036,482677761
5884420,6392651
714748145452511764,61679353
1013375758527033200,84190672
4470873,23195770
1466887314498337383,707545442
1308273220525009945,666250349
53763980,107434423
23148497,1879006
973258326216489661,3017970
1064520611038899972,251377396
1242761615207811666,596564227
50788863,219716720
1345328284731803529,231390167
1253201074858558842,653887710
50580367,106527181
44701446,164739817
808623187874083302,389697794
886513074171118513,95100667
752794360610451115,287717511
844399051651916022,57826298
1158314844668332853,478633299
843410231738472147,157053281
40377350,1105069
15283495,6656178
1029244603573056420,393578912
838148780496067373,107434423
8869066,46423886
555314457347798912,250513009
45831049,54560649
836337995872891201,142682809
8783597,46039964
1048853715450465376,526122710
1277200094652790792,659321659
21906749,159843279
21648684,156943235
1163079338725201468,2277848
1516932610481368919,68429713
808638556446268549,389697794
943582303431202206,6670117
50811920,410581373
50707182,408623755
51104324,410094341
1353428745220842239,35672112
1331412772853325165,339697209
53893213,59589370
579540731642206967,67843474
885323424412848082,273886014
1094714965745649993,542041520
350479,1776403
796456236246112758,63147971
20425693,21226960
1122082203065797867,72813894
1295134936581435489,11526857
18024009,20695538
1071427623712607018,557179704
269463,1244308
13244880,39281841
517552718697721599,98029660
1827638,210090
37783256,70722023
31415703,159356329
28230189,213233838
880053805480350795,4261621
53196552,429429981
54358763,33472100
42355619,2238981
42837273,24429074
15297353,34480173
1452756118791609373,94317684
1394538057884244510,674880825
1064534445250057159,100238132
1453426026821408775,9732854
1120297211167639367,10695588
1003442979944154688,542041520
1130372843370051959,501999278
781520659085778205,65776540
30042211,9145110
1394685663810455094,681534187
21253864,1282404
1088689369105133027,542041520
751463456796780679,16687084
13862725,81928110
6233008,32341185
25427084,6087917
1166721972370101101,580180349
1005730562194458529,501999278
761811209587447197,401581193
928917685646963557,71975
3251193,9624153
1429022,3653917
1513092580900572257,656191387
1027081895409509516,26228756
18504051,124106015
20732298,78927322
36601074,275116582
31294109,233982334
1047949231471571441,64824010
13398876,65163537
579177643609890240,25368470
1274792849134720241,598272503
884770,4687340
1041618917562121506,550007324
966998632688017681,198215993
50571997,326010257
18221524,5529529
684315130805765507,260863613
42171776,148259054
1019966323227684768,542041520
1209050524008313767,175541663
39702316,305148755
23362050,16687084
754524179498519547,457306585
31266646,52178915
10281987,31607663
1451577711202549073,157999191
1374824169465719073,225462111
1307616464455137909,188171163
1371131595664695209,502034331
889307320558401170,495900269
25842694,57068872
741131,1291828
910405113807398155,430703166
1370666798133498321,585506345
15434322,89704516
1181761624986674235,2612268
30851994,105646223
1399548337489677315,97286709
1433704288270297157,26126888
1150247720909886294,84808340
983340595281922147,537640049
25629939,10063133
44015717,437723
860380347868420763,351395739
989201211312599724,80232616
53158988,77980842
12782820,69562663
1334786157289076848,501999278
1016354970965093190,542041520
1130369504534544316,501999278
978111362248798719,176971378
54110477,336748405
1445735207238725086,576739896
1324612985841525829,468914943
40984912,141601409
25405200,29535485
1103827392818395394,564741947
1095604757711034787,43349223
9451858,48413460
747852470402929868,468914943
5933019,30806074
53025748,52178915
1113227820717253260,501963731
1124670765086388236,67843474
989131026826392510,539066811
1405262350770873270,67179654
1115951696543027066,159355723
1162352360322751164,523478008
1295029434276208228,86206665
1399003,1457673
1018305017114987031,542041520
882094110989037393,512712093
52733724,8336938
1351783,7335923
1350969664905237497,676079762
825620580149284302,1328044
691498082577378997,1368144
850636253622296051,487442117
699133259285445777,442029804
41007814,34390463
857596257496369527,351395739
52206756,29872894
34309758,228618394
1109120165393847906,15822576
702094670509311136,473999663
4580677,22891271
805951666468538876,2797149
1158068732426365988,27123550
46877156,79715071
1408945497615128490,692474995
789086444499709691,3045132
40015534,30171569
1000795128205508916,541569666
54404291,441929882
1163879022676618404,242003063
1115570481117389967,567819932
7202063,789091
3522000,10022622
1259524610590433697,325755259
1498049060900913981,468914943
1156551380854031215,792371
45505675,188218045
1098071898885623021,501999278
32361480,25519858
12409132,6660574
49176921,22012010
1391711801272754233,2883813
1267489709047038540,11820504
17651619,19584367
549991088385219400,233163395
1143952502234626161,446820235
6065743,13204116
51250970,8030315
5037937,4884811
2130260,10868166
904525032176807315,92719573
1055406947813628516,26860
801496530012616817,471188701
1173922781045455949,71240706
669038338500030593,468979710
26303324,9721401
1294325400710788119,480237365
771244981032665581,253980233
1166307377442323732,1158145
1026977258472008754,430730931
49840511,2630368
50707427,408623755
1169836686900669713,546086229
13815250,3142348
864595084219671852,450802168
661284220482560720,466663446
728884,3729230
8155586,39041682
1493810889637612330,350864458
1102213303929744573,562404928
1021531933998169719,542041520
11767737,62636225
41131243,305938560
37686015,47514427
6684182,5042067
710885041253129796,43999040
11951092,63824357
22058703,156086844
1104977631833548720,501999278
1152361754166477144,407386163
1218908468846863318,488138489
911175876653226913,96133114
965304179059483970,8184593
1140636499692159897,11697746
189785,915738
41001930,70722023
30069575,7108507
621926321337663816,82424425
845771398114385013,505097382
980516416504444495,127250379
1388448055532875952,438954808
1284728199862924284,352830022
20269012,3468986
43131853,5569348
808621390283270648,482174715
35944209,103884979
13550349,75913601
1083268118181678404,147276739
677387859653408272,27356400
10073571,38690778
565126788986068172,15265584
24263119,182964658
48328462,42238593
44644966,175594334
27931661,207166190
53739912,3017970
48677737,50875203
17624801,45248504
20664630,143561049
43372837,3547828
1341622720325473828,94724739
1339970245821397450,1879006
1241522238633829611,42949105
3220156,7653310
42441596,120039024
1213788835136299802,5002314
676748390120733569,206907108
1019022057553511106,537271078
1394600984725410964,242818541
46986719,377119323
1224141326429072376,72813894
1229748118370929142,3017970
934062788921551552,41779707
9986657,14823197
1419811408813635719,50603993
996480608272767875,304721494
1272523013136971762,279536061
32490523,215746618
15675279,4430421
803605799964537781,471188701
28221767,213158588
889741499114493398,1479964
33424367,5002314
52770643,21769361
21618813,21314116
10056896,38690778
1067256860425158099,107434423
1064536310728603561,192137752
652839702409371171,1706552
593773846646772131,16912042
964412,8184593
735694099712910732,483230129
1442204924666506146,387789822
1491483128090025720,714469075
843488530733536587,2206837
1400816539262233896,504252105
41772072,7002631
13748136,10493060
41957577,67379576
1016509465096619387,542041520
53774751,304721494
876878253387407954,511586860
51387704,135271319
11851315,63163613
1253062539341964397,653855303
52150866,259091235
51469136,6260880
13602332,36275937
37689836,48206161
747217579462383919,278583492
1229728557439524700,571304113
1379376888379601546,493318150
34470646,27975146
1208140132227802983,39653172
837694857018719523,503403350
1295653277056940724,468914943
1401734321515724643,41677414
536433863072625845,293025002
756621918128266161,5002314
964825597318145600,74042625
25592607,191314376
705181862068280003,420182099
36881978,3396026
1097182697647840153,542041520
847380813291471343,129544907
21951482,47928015
965608095903940216,339697209
24653881,1229263
868269280325639384,462059142
899400638213337065,38684949
1017554386293220345,542041520
549994737186034571,10704914
662411697486571864,175886315
734136375804307928,400647100
1034866636531508062,466290050
14566446,89978427
51903307,344091235
816536727069015897,107434423
868058942739967122,123753246
948589602324266112,26758018
22792806,1892430
50540365,503596
766646932547080856,73558871
14558222,6989346
42843149,246615510
713123562039118186,478977541
4838843,2917099
1161103227049420864,82919172
892743208303988929,507667122
1506721165149924719,23461692
33969945,250109940
1123969559899940085,190860272
1197500154440958383,588683840
934164177851580344,22012010
1263177925128469370,468914943
604937909760796931,64968815
45709188,63163613
47564897,383829497
845099608992584642,504891247
1516120924833331139,498283368
51361585,36225965
693579,3547828
32404157,81165421
520317781511580207,387911186
16239456,10271042
670569637405999414,275432156
49212898,9219277
1255098724591517551,43730539
1400529553613128430,681534187
6934867,25943995
913001622806474959,514017852
1349998471746951149,50407207
697765232791508065,442029804
1000639547889080442,501999278
11535500,43518269
1349338775815932560,175714519
1131352533038192193,492305565
53394250,13471395
1120373765815660292,445697747
26273977,21335471
925641901740825100,82967162
931947193285016309,385278574
50618497,264577957
1254753840015506562,7801014
703899822641793121,16266881
23926577,98322353
1344694902952802081,325128229
868379679068053794,2385877
48382323,199349788
11305302,21994
25445170,8736926
1497755565077674086,264179337
13127954,3617002
1222478664612654998,678525142
689758543870329399,82340614
765636386159482661,20364955
1087149315349326932,78294114
1392204,7526456
49860590,126644161
54246793,43349223
22016717,4430421
1019751657316779215,542041520
33115990,1200386
52389615,30505035
1478723773443494164,31991928
22389574,134577004
1505833815292301323,24772995
1379384687600384735,666201291
1412533938247356984,128625925
1115294999347141062,566546120
1393695507004301252,106037151
53667505,65162244
53949718,42795986
1019810248969120624,542041520
585469,2886419
25981347,38196811
1309493201482701132,351395739
31281387,2797889
916231822724977492,1483651
1407881,1467308
1156509211905371245,50621288
788670585736341124,359697964
4022209,20850212
27454222,31651317
8689124,44513465
1337170309597208302,90855537
13559549,4656446
48870506,394201147
31803551,1766073
1458369929632265486,30283594
39868026,8655379
2989832,7653310
23204343,172548751
1440006445651293676,700306519
50678195,35602530
770268763537883754,212914283
1389860848554417106,545598180
39226665,291510892
1334282007442749755,258434205
1338002383675277354,24086124
19859199,51105162
1298103310080470854,33678109
1228375124581227516,36741899
1202565682692927079,38163072
827603610728940835,501239744
984079561750373250,66486770
1425447805592178822,692871015
6522477,7212456
637577787729829412,436205910
37721705,122105285
1105054119851323499,11528944
1087160945116768330,247135221
36589481,266083019
647988793570080384,8336938
901647229147550566,73133543
20716913,100416844
837190119565391339,471188701
1341682263125686785,407386163
33904220,9832430
1133851064480186757,500310358
1217759159682986074,227876
1476183358707102527,520966990
1275622061719596695,591689284
1489275329179070980,107494430
1474989818215363293,138016358
1024079895992328902,346394298
29059676,49532950
52425346,420182099
46143591,30131933
40944692,260274485
1236265290979422323,446539309
1513189065565839742,689714918
6133794,5523418
673130022159260499,137526
46196245,374202975
922563779861175593,1257432
41477788,58052858
28349156,38196811
1279180656621378003,182804383
774626404715965232,5805679
2479263,2771173
1064538127906574594,100238132
760140123045764776,46111373
893356068940384361,509922806
781291926975947502,63570423
18272056,7058759
1462256707509461104,491406090
24599232,64996654
892027418003612536,464618342
1425546766143454175,25368470
47537417,515551944
14110601,27786065
1216708595194279924,593769282
1374084215484815255,326010257
30288734,227486223
697764812559299683,442029804
1065120893198137888,107434423
12740295,10981379
29412810,221564503
36732188,276103059
965982306475747895,389697794
710253064213175692,60822083
887550659601361017,25267014
1386999114401306456,502034331
31340134,14064859
592338722062419323,78942277
26944280,147702206
860788662257470943,384556054
990713919268918177,230979242
1289104509247287599,72175743
