id,value_category,target_encoded
377569,Excellent_Value,2
379349,Excellent_Value,2
394575,Excellent_Value,2
410762,Fair_Value,1
415498,Excellent_Value,2
423300,Excellent_Value,2
424846,Fair_Value,1
437385,Fair_Value,1
438940,Excellent_Value,2
438967,Excellent_Value,2
442349,Fair_Value,1
442397,Poor_Value,0
444675,Poor_Value,0
455783,Fair_Value,1
465723,Fair_Value,1
467507,Fair_Value,1
468490,Poor_Value,0
474107,Excellent_Value,2
487019,Poor_Value,0
487499,Excellent_Value,2
493889,Fair_Value,1
494111,Fair_Value,1
501770,Poor_Value,0
504146,Fair_Value,1
519796,Excellent_Value,2
522273,Excellent_Value,2
531151,Poor_Value,0
537133,Excellent_Value,2
545685,Excellent_Value,2
555596,Excellent_Value,2
561148,Poor_Value,0
561602,Excellent_Value,2
568161,Excellent_Value,2
571042,Poor_Value,0
571142,Fair_Value,1
578097,Fair_Value,1
585326,Excellent_Value,2
589767,Poor_Value,0
592883,Excellent_Value,2
593253,Excellent_Value,2
602535,Fair_Value,1
604221,Excellent_Value,2
626349,Fair_Value,1
632303,Excellent_Value,2
633629,Excellent_Value,2
642672,Excellent_Value,2
646275,Fair_Value,1
648086,Excellent_Value,2
654279,Excellent_Value,2
663623,Poor_Value,0
664307,Excellent_Value,2
664315,Fair_Value,1
671513,Fair_Value,1
678556,Fair_Value,1
690872,Poor_Value,0
691023,Fair_Value,1
699723,Poor_Value,0
715543,Fair_Value,1
719431,Excellent_Value,2
720811,Fair_Value,1
727969,Poor_Value,0
728585,Fair_Value,1
728884,Poor_Value,0
734801,Poor_Value,0
734839,Poor_Value,0
738547,Poor_Value,0
745957,Poor_Value,0
747167,Poor_Value,0
754117,Fair_Value,1
758815,Fair_Value,1
767506,Poor_Value,0
769734,Excellent_Value,2
774323,Fair_Value,1
781945,Poor_Value,0
783821,Fair_Value,1
795254,Fair_Value,1
806199,Fair_Value,1
810315,Excellent_Value,2
815183,Excellent_Value,2
818395,Excellent_Value,2
819863,Excellent_Value,2
829185,Poor_Value,0
830576,Poor_Value,0
837045,Poor_Value,0
838660,Fair_Value,1
856123,Excellent_Value,2
859336,Excellent_Value,2
865873,Poor_Value,0
867499,Fair_Value,1
878935,Excellent_Value,2
884770,Excellent_Value,2
890875,Poor_Value,0
895381,Fair_Value,1
900393,Poor_Value,0
900941,Poor_Value,0
905399,Excellent_Value,2
915058,Fair_Value,1
918341,Poor_Value,0
931313,Excellent_Value,2
943851,Fair_Value,1
945748,Poor_Value,0
950094,Excellent_Value,2
961900,Fair_Value,1
964751,Excellent_Value,2
968037,Poor_Value,0
980783,Fair_Value,1
997382,Excellent_Value,2
998701,Excellent_Value,2
1001759,Fair_Value,1
1005642,Excellent_Value,2
1016604,Fair_Value,1
1018426,Fair_Value,1
1036860,Poor_Value,0
1037251,Excellent_Value,2
1038324,Excellent_Value,2
1067031,Poor_Value,0
1074231,Fair_Value,1
1084068,Fair_Value,1
1087427,Fair_Value,1
1087433,Poor_Value,0
1094764,Fair_Value,1
1103797,Fair_Value,1
1104912,Poor_Value,0
1106534,Poor_Value,0
1121697,Fair_Value,1
1126365,Poor_Value,0
1138542,Poor_Value,0
1141986,Excellent_Value,2
1148370,Excellent_Value,2
1151237,Poor_Value,0
1159284,Poor_Value,0
1163946,Fair_Value,1
1174701,Fair_Value,1
1178260,Fair_Value,1
1195173,Excellent_Value,2
1195374,Fair_Value,1
1198464,Excellent_Value,2
1200068,Excellent_Value,2
1201159,Fair_Value,1
1202686,Excellent_Value,2
1209738,Poor_Value,0
1212513,Poor_Value,0
1212822,Poor_Value,0
1223704,Poor_Value,0
1225969,Poor_Value,0
1229606,Excellent_Value,2
1237143,Poor_Value,0
1245838,Poor_Value,0
1267206,Excellent_Value,2
1276953,Fair_Value,1
1277771,Fair_Value,1
1299759,Fair_Value,1
1309496,Fair_Value,1
1323983,Excellent_Value,2
1336998,Excellent_Value,2
1344243,Excellent_Value,2
1351626,Excellent_Value,2
1351783,Fair_Value,1
1352111,Fair_Value,1
1388523,Excellent_Value,2
1392204,Fair_Value,1
1407881,Fair_Value,1
1408932,Excellent_Value,2
1409218,Poor_Value,0
1421671,Fair_Value,1
1421774,Fair_Value,1
1421937,Fair_Value,1
1428465,Poor_Value,0
1428553,Fair_Value,1
1429022,Fair_Value,1
1433917,Poor_Value,0
1434425,Excellent_Value,2
1439445,Fair_Value,1
1442027,Fair_Value,1
1456153,Fair_Value,1
1460174,Poor_Value,0
1460628,Fair_Value,1
1467522,Fair_Value,1
1470340,Excellent_Value,2
1471683,Excellent_Value,2
1480015,Poor_Value,0
1482730,Excellent_Value,2
1484149,Excellent_Value,2
1484792,Poor_Value,0
1487849,Poor_Value,0
1494503,Fair_Value,1
1510363,Fair_Value,1
1520929,Poor_Value,0
1525137,Fair_Value,1
1537497,Excellent_Value,2
1547477,Excellent_Value,2
1574848,Fair_Value,1
1575184,Fair_Value,1
1578597,Fair_Value,1
1584021,Fair_Value,1
1589228,Fair_Value,1
1598872,Fair_Value,1
1605483,Excellent_Value,2
1606292,Excellent_Value,2
1614622,Fair_Value,1
1623609,Excellent_Value,2
1629330,Poor_Value,0
1633173,Excellent_Value,2
1633225,Excellent_Value,2
1633933,Poor_Value,0
1637487,Poor_Value,0
1641060,Poor_Value,0
1645724,Excellent_Value,2
1665516,Fair_Value,1
1672055,Fair_Value,1
1673011,Poor_Value,0
1687330,Fair_Value,1
1725833,Fair_Value,1
1725853,Excellent_Value,2
1738415,Fair_Value,1
1750809,Fair_Value,1
1752371,Fair_Value,1
1752552,Excellent_Value,2
1759087,Poor_Value,0
1762727,Fair_Value,1
1769688,Excellent_Value,2
1774026,Poor_Value,0
1785463,Excellent_Value,2
1807493,Fair_Value,1
1814061,Fair_Value,1
1827177,Fair_Value,1
1827638,Poor_Value,0
1830541,Fair_Value,1
1841832,Excellent_Value,2
1851403,Poor_Value,0
1855096,Poor_Value,0
1864390,Fair_Value,1
1887206,Excellent_Value,2
1892360,Fair_Value,1
1892956,Excellent_Value,2
1898486,Fair_Value,1
1907229,Poor_Value,0
1914841,Excellent_Value,2
1925206,Excellent_Value,2
1928125,Excellent_Value,2
1931763,Excellent_Value,2
1956312,Fair_Value,1
1970257,Fair_Value,1
1970756,Fair_Value,1
1979461,Fair_Value,1
1985338,Excellent_Value,2
2001534,Poor_Value,0
2023326,Fair_Value,1
2026910,Poor_Value,0
2042095,Excellent_Value,2
2046807,Excellent_Value,2
2049955,Fair_Value,1
2058119,Excellent_Value,2
2062696,Excellent_Value,2
2074737,Poor_Value,0
2093695,Excellent_Value,2
2111361,Excellent_Value,2
2115503,Fair_Value,1
2123469,Excellent_Value,2
2124182,Excellent_Value,2
2130640,Fair_Value,1
2134475,Fair_Value,1
2135871,Excellent_Value,2
2139562,Poor_Value,0
2143730,Poor_Value,0
2145207,Excellent_Value,2
2166428,Excellent_Value,2
2175930,Excellent_Value,2
2178509,Excellent_Value,2
2182851,Excellent_Value,2
2188919,Excellent_Value,2
2188976,Excellent_Value,2
2198399,Excellent_Value,2
2203283,Excellent_Value,2
2209751,Excellent_Value,2
2221057,Poor_Value,0
2234256,Excellent_Value,2
2236226,Fair_Value,1
2244652,Excellent_Value,2
2257205,Poor_Value,0
2279254,Poor_Value,0
2298930,Poor_Value,0
2299196,Excellent_Value,2
2310765,Fair_Value,1
2311428,Fair_Value,1
2314849,Poor_Value,0
2315086,Fair_Value,1
2340335,Excellent_Value,2
2366182,Poor_Value,0
2371394,Fair_Value,1
2374361,Excellent_Value,2
2404647,Fair_Value,1
2412158,Fair_Value,1
2432104,Excellent_Value,2
2460904,Excellent_Value,2
2468125,Fair_Value,1
2478558,Fair_Value,1
2483759,Excellent_Value,2
2486953,Poor_Value,0
2518781,Fair_Value,1
2538807,Excellent_Value,2
2558763,Poor_Value,0
2559297,Poor_Value,0
2562034,Fair_Value,1
2564006,Excellent_Value,2
2578122,Fair_Value,1
2592518,Poor_Value,0
2620371,Fair_Value,1
2620499,Poor_Value,0
2636716,Poor_Value,0
2658295,Poor_Value,0
2677273,Fair_Value,1
2683857,Fair_Value,1
2694526,Excellent_Value,2
2702606,Fair_Value,1
2709883,Fair_Value,1
2736358,Excellent_Value,2
2738331,Excellent_Value,2
2739477,Poor_Value,0
2783251,Poor_Value,0
2802418,Excellent_Value,2
2825966,Fair_Value,1
2890120,Fair_Value,1
2910159,Excellent_Value,2
2912402,Fair_Value,1
2935400,Fair_Value,1
2936884,Fair_Value,1
2939849,Fair_Value,1
2949280,Fair_Value,1
2950592,Poor_Value,0
2965433,Poor_Value,0
2970253,Fair_Value,1
2980184,Poor_Value,0
2980416,Excellent_Value,2
3013427,Poor_Value,0
3013520,Excellent_Value,2
3015450,Excellent_Value,2
3068285,Excellent_Value,2
3073038,Excellent_Value,2
3079929,Poor_Value,0
3081324,Poor_Value,0
3081560,Excellent_Value,2
3093070,Poor_Value,0
3093543,Poor_Value,0
3102139,Fair_Value,1
3105998,Fair_Value,1
3112427,Excellent_Value,2
3114387,Fair_Value,1
3115424,Excellent_Value,2
3116974,Excellent_Value,2
3122882,Excellent_Value,2
3124541,Fair_Value,1
3133266,Poor_Value,0
3175769,Poor_Value,0
3201044,Poor_Value,0
3205059,Fair_Value,1
3230459,Fair_Value,1
3240016,Excellent_Value,2
3250833,Fair_Value,1
3257886,Poor_Value,0
3263219,Fair_Value,1
3290739,Excellent_Value,2
3311711,Excellent_Value,2
3325741,Excellent_Value,2
3333870,Fair_Value,1
3354928,Poor_Value,0
3391368,Fair_Value,1
3416013,Excellent_Value,2
3442439,Excellent_Value,2
3475515,Poor_Value,0
3479568,Poor_Value,0
3486460,Excellent_Value,2
3509878,Poor_Value,0
3512817,Excellent_Value,2
3563261,Excellent_Value,2
3569985,Fair_Value,1
3571735,Fair_Value,1
3655811,Fair_Value,1
3664261,Poor_Value,0
3672198,Excellent_Value,2
3689632,Fair_Value,1
3697738,Poor_Value,0
3712976,Poor_Value,0
3716504,Excellent_Value,2
3719923,Excellent_Value,2
3720392,Excellent_Value,2
3721927,Fair_Value,1
3727061,Poor_Value,0
3743219,Excellent_Value,2
3755730,Fair_Value,1
3757966,Poor_Value,0
3759368,Fair_Value,1
3761446,Poor_Value,0
3775090,Fair_Value,1
3780418,Excellent_Value,2
3808193,Excellent_Value,2
3811916,Excellent_Value,2
3812931,Fair_Value,1
3826407,Fair_Value,1
3882632,Excellent_Value,2
3883252,Fair_Value,1
3895335,Fair_Value,1
3906145,Excellent_Value,2
3907307,Excellent_Value,2
3994686,Poor_Value,0
4022209,Fair_Value,1
4022990,Fair_Value,1
4023585,Fair_Value,1
4026354,Fair_Value,1
4059549,Fair_Value,1
4068598,Fair_Value,1
4093967,Poor_Value,0
4097700,Fair_Value,1
4100473,Excellent_Value,2
4103906,Fair_Value,1
4105892,Poor_Value,0
4106442,Excellent_Value,2
4110344,Excellent_Value,2
4144343,Fair_Value,1
4152054,Fair_Value,1
4157192,Fair_Value,1
4157431,Excellent_Value,2
4184406,Fair_Value,1
4191242,Excellent_Value,2
4243837,Poor_Value,0
4250927,Poor_Value,0
4252808,Excellent_Value,2
4269254,Fair_Value,1
4277696,Fair_Value,1
4280408,Fair_Value,1
4287481,Fair_Value,1
4302138,Excellent_Value,2
4305042,Fair_Value,1
4335379,Fair_Value,1
4343722,Fair_Value,1
4359078,Fair_Value,1
4378102,Excellent_Value,2
4402199,Poor_Value,0
4416566,Fair_Value,1
4417901,Excellent_Value,2
4429475,Fair_Value,1
4429527,Excellent_Value,2
4445540,Fair_Value,1
4470873,Fair_Value,1
4476390,Excellent_Value,2
4477314,Fair_Value,1
4500244,Fair_Value,1
4518031,Excellent_Value,2
4533440,Excellent_Value,2
4549330,Fair_Value,1
4550843,Excellent_Value,2
4575906,Excellent_Value,2
4576076,Excellent_Value,2
4576288,Excellent_Value,2
4576487,Excellent_Value,2
4588670,Fair_Value,1
4597675,Excellent_Value,2
4598364,Excellent_Value,2
4607282,Poor_Value,0
4614763,Poor_Value,0
4616040,Poor_Value,0
4616596,Fair_Value,1
4617719,Excellent_Value,2
4631873,Fair_Value,1
4632133,Excellent_Value,2
4650391,Excellent_Value,2
4653332,Fair_Value,1
4663060,Excellent_Value,2
4701489,Poor_Value,0
4713319,Fair_Value,1
4718629,Fair_Value,1
4748287,Excellent_Value,2
4807817,Excellent_Value,2
4825026,Fair_Value,1
4838843,Poor_Value,0
4879719,Fair_Value,1
4880988,Fair_Value,1
4887475,Excellent_Value,2
4892016,Fair_Value,1
4896087,Fair_Value,1
4897595,Excellent_Value,2
4959980,Fair_Value,1
4962043,Fair_Value,1
4987668,Excellent_Value,2
5005692,Excellent_Value,2
5025420,Excellent_Value,2
5027016,Excellent_Value,2
5031660,Excellent_Value,2
5031745,Excellent_Value,2
5037937,Fair_Value,1
5039986,Excellent_Value,2
5086367,Excellent_Value,2
5094146,Fair_Value,1
5114942,Fair_Value,1
5117701,Excellent_Value,2
5123765,Poor_Value,0
5144482,Excellent_Value,2
5154242,Poor_Value,0
5172959,Excellent_Value,2
5195922,Excellent_Value,2
5196070,Excellent_Value,2
5196116,Excellent_Value,2
5196233,Excellent_Value,2
5217164,Excellent_Value,2
5242394,Fair_Value,1
5253001,Fair_Value,1
5272750,Excellent_Value,2
5413930,Fair_Value,1
5443493,Poor_Value,0
5480795,Fair_Value,1
5522423,Fair_Value,1
5547500,Excellent_Value,2
5557316,Excellent_Value,2
5560256,Fair_Value,1
5561787,Excellent_Value,2
5572169,Fair_Value,1
5581254,Fair_Value,1
5592675,Excellent_Value,2
5592754,Poor_Value,0
5619003,Fair_Value,1
5632275,Excellent_Value,2
5632452,Excellent_Value,2
5650515,Fair_Value,1
5666413,Excellent_Value,2
5666454,Excellent_Value,2
5707532,Fair_Value,1
5788099,Poor_Value,0
5821380,Fair_Value,1
5861266,Fair_Value,1
5933430,Poor_Value,0
5944989,Fair_Value,1
5945396,Fair_Value,1
5945812,Fair_Value,1
5955398,Poor_Value,0
5970639,Excellent_Value,2
5970775,Fair_Value,1
5978964,Excellent_Value,2
5998790,Excellent_Value,2
6006768,Fair_Value,1
6015077,Poor_Value,0
6072767,Excellent_Value,2
6091945,Fair_Value,1
6092049,Poor_Value,0
6092596,Poor_Value,0
6107258,Fair_Value,1
6119086,Fair_Value,1
6145605,Excellent_Value,2
6154096,Poor_Value,0
6156195,Poor_Value,0
6169292,Fair_Value,1
6188428,Poor_Value,0
6238270,Poor_Value,0
6238514,Poor_Value,0
6269649,Fair_Value,1
6272183,Fair_Value,1
6301675,Excellent_Value,2
6316753,Excellent_Value,2
6329731,Excellent_Value,2
6335352,Poor_Value,0
6336315,Excellent_Value,2
6344096,Excellent_Value,2
6348742,Excellent_Value,2
6360976,Poor_Value,0
6373849,Excellent_Value,2
6374167,Excellent_Value,2
6376338,Poor_Value,0
6423158,Fair_Value,1
6430646,Excellent_Value,2
6435497,Poor_Value,0
6453774,Poor_Value,0
6472998,Poor_Value,0
6473013,Poor_Value,0
6473215,Poor_Value,0
6494663,Excellent_Value,2
6505426,Fair_Value,1
6512986,Poor_Value,0
6516295,Fair_Value,1
6522477,Poor_Value,0
6523507,Poor_Value,0
6526129,Poor_Value,0
6526344,Fair_Value,1
6529234,Excellent_Value,2
6557736,Excellent_Value,2
6628985,Excellent_Value,2
6648062,Excellent_Value,2
6649234,Poor_Value,0
6653474,Fair_Value,1
6684182,Poor_Value,0
6702058,Excellent_Value,2
6705522,Fair_Value,1
6713990,Fair_Value,1
6730473,Excellent_Value,2
6747672,Fair_Value,1
6748645,Poor_Value,0
6749412,Poor_Value,0
6798145,Fair_Value,1
6836411,Poor_Value,0
6836785,Fair_Value,1
6883183,Fair_Value,1
6884320,Fair_Value,1
6884454,Poor_Value,0
6885422,Poor_Value,0
6886839,Fair_Value,1
6887043,Fair_Value,1
6898334,Poor_Value,0
6915497,Poor_Value,0
6934867,Poor_Value,0
6934874,Poor_Value,0
6938818,Excellent_Value,2
6940354,Excellent_Value,2
6957662,Poor_Value,0
6970746,Excellent_Value,2
6973383,Excellent_Value,2
6985131,Excellent_Value,2
7003729,Fair_Value,1
7004802,Fair_Value,1
7007759,Poor_Value,0
7009791,Fair_Value,1
7027139,Fair_Value,1
7028127,Fair_Value,1
7034114,Fair_Value,1
7035672,Fair_Value,1
7068804,Excellent_Value,2
7072662,Fair_Value,1
7073115,Excellent_Value,2
7086626,Excellent_Value,2
7093018,Fair_Value,1
7146663,Fair_Value,1
7162627,Excellent_Value,2
7180020,Fair_Value,1
7181655,Fair_Value,1
7182761,Excellent_Value,2
7202063,Excellent_Value,2
7220035,Fair_Value,1
7292878,Excellent_Value,2
7309811,Fair_Value,1
7327920,Fair_Value,1
7331464,Poor_Value,0
7341076,Excellent_Value,2
7342996,Poor_Value,0
7345170,Fair_Value,1
7348398,Excellent_Value,2
7393518,Fair_Value,1
7412555,Poor_Value,0
7421008,Excellent_Value,2
7436608,Poor_Value,0
7459988,Poor_Value,0
7562249,Poor_Value,0
7581918,Excellent_Value,2
7596529,Fair_Value,1
7612118,Poor_Value,0
7650309,Poor_Value,0
7689528,Poor_Value,0
7699276,Poor_Value,0
7699910,Poor_Value,0
7715542,Fair_Value,1
7715861,Fair_Value,1
7754018,Poor_Value,0
7764531,Fair_Value,1
7785897,Excellent_Value,2
7808104,Fair_Value,1
7841744,Poor_Value,0
7842771,Poor_Value,0
7845599,Excellent_Value,2
7854509,Poor_Value,0
7884875,Poor_Value,0
7921739,Fair_Value,1
7923146,Poor_Value,0
7930461,Excellent_Value,2
7933807,Fair_Value,1
7963103,Poor_Value,0
7968749,Poor_Value,0
7973781,Fair_Value,1
8005452,Fair_Value,1
8041262,Fair_Value,1
8054733,Excellent_Value,2
8068539,Poor_Value,0
8082364,Fair_Value,1
8117667,Fair_Value,1
8155586,Poor_Value,0
8164773,Fair_Value,1
8167459,Excellent_Value,2
8184928,Poor_Value,0
8186958,Excellent_Value,2
8202578,Poor_Value,0
8208052,Excellent_Value,2
8221207,Excellent_Value,2
8255072,Excellent_Value,2
8270952,Fair_Value,1
8271855,Fair_Value,1
8272458,Fair_Value,1
8275435,Fair_Value,1
8275596,Excellent_Value,2
8287266,Excellent_Value,2
8309401,Excellent_Value,2
8344020,Fair_Value,1
8351923,Excellent_Value,2
8382187,Excellent_Value,2
8464365,Fair_Value,1
8472927,Excellent_Value,2
8474183,Excellent_Value,2
8489712,Excellent_Value,2
8500048,Excellent_Value,2
8556635,Poor_Value,0
8568826,Excellent_Value,2
8578964,Poor_Value,0
8584000,Fair_Value,1
8592609,Fair_Value,1
8627179,Fair_Value,1
8653346,Fair_Value,1
8717641,Fair_Value,1
8735636,Poor_Value,0
8760949,Fair_Value,1
8793569,Excellent_Value,2
8799100,Fair_Value,1
8869066,Fair_Value,1
8886022,Excellent_Value,2
8904047,Fair_Value,1
8926150,Fair_Value,1
8974563,Excellent_Value,2
8987674,Fair_Value,1
9021715,Poor_Value,0
9051149,Excellent_Value,2
9075976,Fair_Value,1
9119249,Fair_Value,1
9127072,Fair_Value,1
9150562,Excellent_Value,2
9187534,Poor_Value,0
9196933,Excellent_Value,2
9197404,Excellent_Value,2
9256506,Poor_Value,0
9261548,Poor_Value,0
9275385,Fair_Value,1
9293284,Fair_Value,1
9296524,Fair_Value,1
9316584,Fair_Value,1
9328077,Poor_Value,0
9364688,Fair_Value,1
9433478,Fair_Value,1
9463113,Excellent_Value,2
9477823,Excellent_Value,2
9480122,Excellent_Value,2
9488665,Poor_Value,0
9489347,Fair_Value,1
9593326,Fair_Value,1
9605720,Poor_Value,0
9611854,Fair_Value,1
9631802,Excellent_Value,2
9650878,Excellent_Value,2
9695480,Poor_Value,0
9716652,Excellent_Value,2
9717679,Fair_Value,1
9735841,Excellent_Value,2
9752553,Excellent_Value,2
9841955,Fair_Value,1
9844630,Fair_Value,1
9903046,Poor_Value,0
9905129,Poor_Value,0
9909627,Poor_Value,0
9910056,Excellent_Value,2
9945149,Excellent_Value,2
9949873,Fair_Value,1
9971053,Fair_Value,1
9974744,Poor_Value,0
10058059,Fair_Value,1
10058568,Poor_Value,0
10067187,Excellent_Value,2
10071349,Excellent_Value,2
10071932,Excellent_Value,2
10099733,Excellent_Value,2
10103881,Poor_Value,0
10105531,Excellent_Value,2
10126146,Poor_Value,0
10136690,Fair_Value,1
10149591,Fair_Value,1
10156101,Fair_Value,1
10164802,Fair_Value,1
10227655,Poor_Value,0
10280573,Fair_Value,1
10281987,Excellent_Value,2
10282326,Fair_Value,1
10282371,Poor_Value,0
10344354,Excellent_Value,2
10347570,Fair_Value,1
10382015,Fair_Value,1
10393552,Fair_Value,1
10427768,Excellent_Value,2
10431578,Excellent_Value,2
10437411,Excellent_Value,2
10454172,Excellent_Value,2
10454632,Fair_Value,1
10455934,Fair_Value,1
10455995,Excellent_Value,2
10458279,Poor_Value,0
10469182,Excellent_Value,2
10477007,Poor_Value,0
10502323,Fair_Value,1
10550345,Fair_Value,1
10567595,Excellent_Value,2
10572287,Excellent_Value,2
10577391,Fair_Value,1
10578137,Fair_Value,1
10617542,Excellent_Value,2
10632584,Poor_Value,0
10634387,Poor_Value,0
10661953,Excellent_Value,2
10681956,Poor_Value,0
10698325,Excellent_Value,2
10729994,Fair_Value,1
10747219,Fair_Value,1
10749747,Excellent_Value,2
10750598,Excellent_Value,2
10752189,Fair_Value,1
10767017,Fair_Value,1
10789339,Fair_Value,1
10806778,Poor_Value,0
10810544,Fair_Value,1
10812630,Poor_Value,0
10828944,Poor_Value,0
10831610,Poor_Value,0
10832295,Poor_Value,0
10835637,Excellent_Value,2
10858096,Poor_Value,0
10862977,Poor_Value,0
10864914,Fair_Value,1
10876562,Fair_Value,1
10905721,Fair_Value,1
10925833,Fair_Value,1
10930490,Excellent_Value,2
10968239,Excellent_Value,2
10968324,Fair_Value,1
10974118,Excellent_Value,2
10985925,Fair_Value,1
10989099,Excellent_Value,2
10992778,Fair_Value,1
11021711,Poor_Value,0
11037546,Excellent_Value,2
11048190,Fair_Value,1
11048759,Excellent_Value,2
11152754,Excellent_Value,2
11163298,Fair_Value,1
11185685,Fair_Value,1
11190379,Poor_Value,0
11191951,Fair_Value,1
11228828,Poor_Value,0
11241173,Excellent_Value,2
11241452,Excellent_Value,2
11241509,Excellent_Value,2
11241809,Excellent_Value,2
11242044,Excellent_Value,2
11284679,Fair_Value,1
11301106,Excellent_Value,2
11305302,Poor_Value,0
11315222,Fair_Value,1
11343122,Fair_Value,1
11377611,Fair_Value,1
11378998,Fair_Value,1
11421711,Excellent_Value,2
11437138,Excellent_Value,2
11437331,Excellent_Value,2
11437442,Excellent_Value,2
11437509,Excellent_Value,2
11439120,Fair_Value,1
11439599,Fair_Value,1
11442567,Fair_Value,1
11446614,Excellent_Value,2
11452461,Fair_Value,1
11493791,Fair_Value,1
11494067,Excellent_Value,2
11531859,Excellent_Value,2
11532945,Fair_Value,1
11553527,Excellent_Value,2
11556239,Fair_Value,1
11605954,Poor_Value,0
11606260,Fair_Value,1
11610521,Excellent_Value,2
11659435,Fair_Value,1
11701569,Excellent_Value,2
11741776,Excellent_Value,2
11834467,Excellent_Value,2
11851112,Fair_Value,1
11918849,Poor_Value,0
12004930,Excellent_Value,2
12025717,Excellent_Value,2
12026110,Excellent_Value,2
12037978,Poor_Value,0
12041223,Excellent_Value,2
12041358,Excellent_Value,2
12126766,Fair_Value,1
12151600,Fair_Value,1
12154955,Fair_Value,1
12156553,Fair_Value,1
12176844,Fair_Value,1
12266463,Fair_Value,1
12270642,Excellent_Value,2
12368621,Excellent_Value,2
12382688,Fair_Value,1
12382918,Fair_Value,1
12400754,Poor_Value,0
12404809,Poor_Value,0
12425557,Excellent_Value,2
12425911,Fair_Value,1
12429503,Fair_Value,1
12467839,Excellent_Value,2
12484859,Poor_Value,0
12588515,Fair_Value,1
12614397,Poor_Value,0
12677241,Poor_Value,0
12679234,Fair_Value,1
12725886,Excellent_Value,2
12750864,Fair_Value,1
12797906,Fair_Value,1
12835527,Excellent_Value,2
12866962,Excellent_Value,2
12910183,Excellent_Value,2
12930338,Excellent_Value,2
12956379,Fair_Value,1
12956380,Excellent_Value,2
12987777,Fair_Value,1
12999869,Fair_Value,1
13096400,Fair_Value,1
13100047,Poor_Value,0
13120626,Fair_Value,1
13127954,Excellent_Value,2
13128357,Excellent_Value,2
13153289,Fair_Value,1
13190103,Excellent_Value,2
13204198,Excellent_Value,2
13224465,Poor_Value,0
13233167,Fair_Value,1
13233712,Fair_Value,1
13239272,Poor_Value,0
13239943,Fair_Value,1
13263750,Fair_Value,1
13264364,Poor_Value,0
13265498,Fair_Value,1
13284332,Fair_Value,1
13284618,Poor_Value,0
13293285,Fair_Value,1
13299858,Fair_Value,1
13318584,Excellent_Value,2
13332858,Fair_Value,1
13335441,Fair_Value,1
13343657,Excellent_Value,2
13344003,Excellent_Value,2
13393846,Fair_Value,1
13430730,Excellent_Value,2
13624046,Fair_Value,1
13654134,Fair_Value,1
13658915,Fair_Value,1
13676473,Fair_Value,1
13711175,Fair_Value,1
13734123,Poor_Value,0
13748136,Fair_Value,1
13749078,Excellent_Value,2
